/usr/lib/jdk1.8.0_111/bin/java -Didea.launcher.port=7538 -Didea.launcher.bin.path=/home/centos/Downloads/idea-IC-163.10154.41/bin -Dfile.encoding=UTF-8 -classpath /usr/lib/jdk1.8.0_111/jre/lib/charsets.jar:/usr/lib/jdk1.8.0_111/jre/lib/deploy.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/cldrdata.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/dnsns.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/jaccess.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/jfxrt.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/localedata.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/nashorn.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunec.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunjce_provider.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunpkcs11.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/zipfs.jar:/usr/lib/jdk1.8.0_111/jre/lib/javaws.jar:/usr/lib/jdk1.8.0_111/jre/lib/jce.jar:/usr/lib/jdk1.8.0_111/jre/lib/jfr.jar:/usr/lib/jdk1.8.0_111/jre/lib/jfxswt.jar:/usr/lib/jdk1.8.0_111/jre/lib/jsse.jar:/usr/lib/jdk1.8.0_111/jre/lib/management-agent.jar:/usr/lib/jdk1.8.0_111/jre/lib/plugin.jar:/usr/lib/jdk1.8.0_111/jre/lib/resources.jar:/usr/lib/jdk1.8.0_111/jre/lib/rt.jar:/home/centos/IdeaProjects/Verk1/out/production/Verk1:/home/centos/.ivy2/cache/org.scala-lang/scala-library/jars/scala-library-2.12.1.jar:/home/centos/.ivy2/cache/org.scala-lang/scala-reflect/jars/scala-reflect-2.12.1.jar:/home/centos/Downloads/idea-IC-163.10154.41/lib/idea_rt.jar com.intellij.rt.execution.application.AppMain Main -s 1000 -e 100000 -n 3 -w 10000000 -i 500 -sm 3000
Parameters: S: 1000 , E: 100000 , N: 3 , W: 10000000 , I:500 , Sm: 3000
Resetting counter between each W random write operations
---------------------
---------------------
Testing writes by finger table
NetworkSize: 1001
81172: writeCount 6685
81182: writeCount 6029
81224: writeCount 7489
81343: writeCount 17111
81447: writeCount 26423
81520: writeCount 29615
81521: writeCount 17721
81524: writeCount 7714
81541: writeCount 2138
81564: writeCount 4316
81572: writeCount 4797
81603: writeCount 6195
81681: writeCount 11689
81721: writeCount 14873
81728: writeCount 12447
81762: writeCount 7981
81782: writeCount 6223
81785: writeCount 5561
81792: writeCount 2949
81838: writeCount 5662
81840: writeCount 5535
81846: writeCount 5219
81878: writeCount 3915
81879: writeCount 3806
81959: writeCount 11187
81984: writeCount 10530
81996: writeCount 11594
82046: writeCount 8643
82063: writeCount 7884
82094: writeCount 9873
82105: writeCount 5942
82128: writeCount 6534
82150: writeCount 5650
82195: writeCount 9095
82199: writeCount 7396
82231: writeCount 8160
82260: writeCount 6554
82266: writeCount 6751
82283: writeCount 5175
82340: writeCount 8079
82387: writeCount 12267
82404: writeCount 12277
82405: writeCount 6906
82428: writeCount 4104
82436: writeCount 3169
82517: writeCount 11406
82553: writeCount 12722
82585: writeCount 15113
82608: writeCount 9031
82611: writeCount 5753
82657: writeCount 7416
82670: writeCount 6193
82689: writeCount 7754
82704: writeCount 4958
82732: writeCount 6372
82749: writeCount 5965
82759: writeCount 5395
82788: writeCount 5460
82805: writeCount 5912
82865: writeCount 10606
82881: writeCount 9403
82889: writeCount 8720
82910: writeCount 4573
82916: writeCount 3665
82923: writeCount 3390
82951: writeCount 4030
82954: writeCount 3744
82999: writeCount 7502
83066: writeCount 11415
83101: writeCount 14628
83117: writeCount 11815
83164: writeCount 9879
83193: writeCount 9214
83217: writeCount 10032
83230: writeCount 6559
83261: writeCount 6849
83317: writeCount 10301
83396: writeCount 16473
83424: writeCount 16040
83425: writeCount 10966
83458: writeCount 6062
83476: writeCount 5127
83485: writeCount 5930
83499: writeCount 4060
83517: writeCount 4152
83521: writeCount 3808
83531: writeCount 3308
83543: writeCount 2617
83547: writeCount 2668
83582: writeCount 5073
83727: writeCount 18330
83732: writeCount 18463
83736: writeCount 15360
83782: writeCount 5437
83875: writeCount 14101
83893: writeCount 15504
83970: writeCount 18521
83989: writeCount 11193
84013: writeCount 11857
84061: writeCount 9116
84074: writeCount 8858
84157: writeCount 14362
84194: writeCount 13246
84251: writeCount 17533
84259: writeCount 10122
84275: writeCount 7980
84279: writeCount 2741
84283: writeCount 2299
84294: writeCount 1899
84330: writeCount 5104
84344: writeCount 6118
84353: writeCount 5758
84392: writeCount 6201
84412: writeCount 6829
84447: writeCount 9651
84463: writeCount 7097
84475: writeCount 6339
84504: writeCount 5842
84508: writeCount 4673
84527: writeCount 5322
84555: writeCount 5283
84579: writeCount 7015
84638: writeCount 11027
84687: writeCount 13145
84748: writeCount 16877
84764: writeCount 12572
84769: writeCount 8168
84786: writeCount 3731
84797: writeCount 3250
84832: writeCount 6301
84867: writeCount 8391
84904: writeCount 11023
84949: writeCount 11761
84961: writeCount 9458
84968: writeCount 6429
84988: writeCount 4056
85091: writeCount 13288
85096: writeCount 12827
85113: writeCount 12537
85226: writeCount 13702
85302: writeCount 20803
85333: writeCount 22669
85398: writeCount 17170
85485: writeCount 18216
85505: writeCount 17246
85510: writeCount 11742
85590: writeCount 10522
85640: writeCount 14051
85692: writeCount 18295
85703: writeCount 11386
85710: writeCount 6930
85720: writeCount 3068
85755: writeCount 5168
85780: writeCount 6938
85802: writeCount 8145
85808: writeCount 5208
85809: writeCount 2830
85830: writeCount 2757
85889: writeCount 8067
85896: writeCount 8654
85973: writeCount 14553
86009: writeCount 11932
86015: writeCount 11851
86064: writeCount 9237
86087: writeCount 8032
86095: writeCount 8217
86145: writeCount 8181
86195: writeCount 10725
86196: writeCount 10044
86229: writeCount 8350
86285: writeCount 8819
86432: writeCount 23298
86563: writeCount 33339
86604: writeCount 32984
86620: writeCount 19097
86627: writeCount 6481
86648: writeCount 4474
86652: writeCount 3265
86689: writeCount 6275
86717: writeCount 6876
86733: writeCount 8001
86782: writeCount 9294
86787: writeCount 7054
86875: writeCount 14529
86913: writeCount 13075
87134: writeCount 34632
87189: writeCount 31585
87191: writeCount 27877
87216: writeCount 8311
87237: writeCount 5097
87273: writeCount 8277
87291: writeCount 7592
87366: writeCount 12895
87376: writeCount 10303
87398: writeCount 10675
87438: writeCount 7212
87453: writeCount 7612
87479: writeCount 7984
87540: writeCount 10211
87561: writeCount 10834
87592: writeCount 11686
87601: writeCount 6052
87612: writeCount 5054
87670: writeCount 7740
87671: writeCount 6934
87679: writeCount 6742
87717: writeCount 4650
87764: writeCount 9493
87770: writeCount 9193
87799: writeCount 8303
87830: writeCount 6756
87841: writeCount 7176
87928: writeCount 12832
87931: writeCount 9959
87987: writeCount 14549
87997: writeCount 6957
88033: writeCount 10294
88041: writeCount 5420
88074: writeCount 7700
88125: writeCount 9291
88141: writeCount 10110
88183: writeCount 10915
88320: writeCount 20058
88341: writeCount 19965
88400: writeCount 22412
88402: writeCount 8114
88427: writeCount 9167
88534: writeCount 13796
88535: writeCount 13222
88556: writeCount 12820
88569: writeCount 3392
88592: writeCount 5565
88660: writeCount 10124
88697: writeCount 12570
88727: writeCount 13321
88770: writeCount 10875
88774: writeCount 7597
88876: writeCount 14947
88911: writeCount 14200
88913: writeCount 14034
88942: writeCount 6618
88975: writeCount 6383
89025: writeCount 11172
89032: writeCount 8919
89042: writeCount 6713
89045: writeCount 2014
89068: writeCount 3662
89074: writeCount 3265
89119: writeCount 7389
89120: writeCount 5143
89156: writeCount 8165
89215: writeCount 10083
89254: writeCount 13400
89290: writeCount 13261
89335: writeCount 11798
89463: writeCount 21008
89473: writeCount 18551
89477: writeCount 14838
89539: writeCount 8187
89551: writeCount 8355
89553: writeCount 7587
89554: writeCount 1454
89597: writeCount 4680
89598: writeCount 4743
89633: writeCount 8001
89708: writeCount 11055
89730: writeCount 13105
89764: writeCount 12901
89766: writeCount 5655
89793: writeCount 6228
89798: writeCount 3665
89816: writeCount 5176
89843: writeCount 5049
89851: writeCount 5307
89893: writeCount 7759
89991: writeCount 14893
89993: writeCount 14316
89994: writeCount 10489
89998: writeCount 692
90184: writeCount 18945
90202: writeCount 20614
90208: writeCount 21275
90245: writeCount 6068
90316: writeCount 11418
90341: writeCount 13718
90344: writeCount 10256
90400: writeCount 8363
90450: writeCount 10896
90475: writeCount 13106
90514: writeCount 11479
90556: writeCount 10611
90557: writeCount 8222
90569: writeCount 5511
90664: writeCount 11090
90694: writeCount 13515
90819: writeCount 24825
90821: writeCount 15618
90833: writeCount 13889
90844: writeCount 2439
90845: writeCount 2363
90908: writeCount 7496
90948: writeCount 10247
91000: writeCount 15276
91038: writeCount 12831
91102: writeCount 15421
91157: writeCount 15789
91158: writeCount 12041
91179: writeCount 7965
91368: writeCount 21787
91380: writeCount 22268
91409: writeCount 23147
91418: writeCount 4997
91432: writeCount 5236
91477: writeCount 6831
91534: writeCount 11669
91553: writeCount 12082
91568: writeCount 9118
91576: writeCount 4155
91590: writeCount 3700
91632: writeCount 6398
91673: writeCount 9705
91736: writeCount 14749
91741: writeCount 11451
91761: writeCount 9023
91797: writeCount 6222
91798: writeCount 5991
91841: writeCount 7996
91897: writeCount 9873
91923: writeCount 12350
91926: writeCount 8402
91961: writeCount 6396
92073: writeCount 14919
92078: writeCount 15513
92091: writeCount 13318
92122: writeCount 4829
92143: writeCount 6461
92224: writeCount 13200
92241: writeCount 11847
92302: writeCount 16021
92382: writeCount 15973
92385: writeCount 14571
92408: writeCount 10587
92414: writeCount 3545
92448: writeCount 6259
92482: writeCount 7330
92496: writeCount 8100
92566: writeCount 11722
92638: writeCount 15722
92640: writeCount 14534
92690: writeCount 13165
92732: writeCount 9514
92768: writeCount 12994
92774: writeCount 8434
92812: writeCount 8072
92826: writeCount 5814
92860: writeCount 8533
92865: writeCount 5243
92894: writeCount 6917
92954: writeCount 9363
92967: writeCount 10174
92973: writeCount 8138
93032: writeCount 7852
93040: writeCount 7359
93045: writeCount 7261
93047: writeCount 1530
93087: writeCount 4589
93104: writeCount 5799
93114: writeCount 6596
93131: writeCount 4415
93132: writeCount 2787
93204: writeCount 9302
93239: writeCount 10852
93305: writeCount 17437
93336: writeCount 13278
93426: writeCount 18738
93446: writeCount 14110
93493: writeCount 15652
93494: writeCount 6817
93508: writeCount 6399
93538: writeCount 4548
93562: writeCount 7004
93593: writeCount 8506
93598: writeCount 6034
93616: writeCount 5441
93617: writeCount 2426
93675: writeCount 7757
93744: writeCount 12902
93760: writeCount 14457
93800: writeCount 12717
93813: writeCount 7110
93822: writeCount 6355
93827: writeCount 2950
93838: writeCount 2769
93850: writeCount 2866
93852: writeCount 2538
93893: writeCount 5730
93900: writeCount 5067
93911: writeCount 5982
93919: writeCount 2642
93961: writeCount 6203
93969: writeCount 5921
93989: writeCount 7105
94058: writeCount 9831
94063: writeCount 9471
94078: writeCount 8970
94091: writeCount 3227
94140: writeCount 7648
94194: writeCount 11572
94251: writeCount 16267
94280: writeCount 14255
94313: writeCount 11565
94353: writeCount 10020
94367: writeCount 8611
94387: writeCount 7403
94388: writeCount 3501
94424: writeCount 5817
94430: writeCount 4423
94440: writeCount 5406
94452: writeCount 2880
94464: writeCount 3536
94480: writeCount 4037
94532: writeCount 8056
94534: writeCount 7092
94541: writeCount 6401
94568: writeCount 3655
94577: writeCount 4459
94578: writeCount 3693
94591: writeCount 2285
94594: writeCount 1845
94629: writeCount 5186
94668: writeCount 7701
94748: writeCount 15355
94803: writeCount 17804
94836: writeCount 16664
94929: writeCount 17992
95014: writeCount 21082
95018: writeCount 18248
95033: writeCount 10487
95113: writeCount 9927
95125: writeCount 10779
95140: writeCount 10733
95159: writeCount 4610
95194: writeCount 6942
95212: writeCount 7438
95225: writeCount 6665
95240: writeCount 4613
95257: writeCount 4526
95319: writeCount 9461
95390: writeCount 15054
95455: writeCount 20435
95468: writeCount 14946
95489: writeCount 9883
95505: writeCount 4988
95524: writeCount 5522
95549: writeCount 5989
95565: writeCount 5909
95574: writeCount 4966
95585: writeCount 3536
95601: writeCount 3608
95660: writeCount 8694
95724: writeCount 13964
95754: writeCount 15770
95764: writeCount 10416
95784: writeCount 6051
95790: writeCount 3609
95819: writeCount 5459
95849: writeCount 6701
95861: writeCount 7091
95901: writeCount 8116
95930: writeCount 7952
95969: writeCount 10699
95994: writeCount 9186
95997: writeCount 6615
96110: writeCount 14448
96120: writeCount 12621
96171: writeCount 17675
96203: writeCount 9135
96216: writeCount 9493
96229: writeCount 5869
96360: writeCount 15728
96379: writeCount 16331
96411: writeCount 18173
96459: writeCount 10030
96465: writeCount 8971
96478: writeCount 6812
96493: writeCount 3416
96546: writeCount 8331
96577: writeCount 10005
96602: writeCount 11055
96644: writeCount 10060
96650: writeCount 7491
96676: writeCount 7735
96701: writeCount 5671
96744: writeCount 9773
96791: writeCount 11548
96793: writeCount 9237
96813: writeCount 6931
96828: writeCount 3672
96833: writeCount 4100
96851: writeCount 3747
96875: writeCount 4905
96891: writeCount 5794
96994: writeCount 14447
97064: writeCount 19530
97083: writeCount 19246
97106: writeCount 11114
97143: writeCount 7874
97197: writeCount 11972
97252: writeCount 14733
97305: writeCount 16342
97321: writeCount 12495
97427: writeCount 17584
97520: writeCount 22515
97551: writeCount 23338
97625: writeCount 20053
97626: writeCount 10597
97698: writeCount 14701
97723: writeCount 9822
97799: writeCount 17353
97855: writeCount 15593
97884: writeCount 15957
97913: writeCount 11207
97979: writeCount 12360
98012: writeCount 12683
98045: writeCount 13243
98077: writeCount 9879
98091: writeCount 8102
98128: writeCount 8369
98188: writeCount 11136
98193: writeCount 10231
98290: writeCount 16299
98291: writeCount 10371
98364: writeCount 17219
98370: writeCount 8047
98388: writeCount 9675
98420: writeCount 5574
98429: writeCount 5842
98443: writeCount 5512
98464: writeCount 4284
98492: writeCount 6232
98510: writeCount 6556
98513: writeCount 4786
98520: writeCount 2644
98524: writeCount 1338
98532: writeCount 1924
98540: writeCount 2004
98567: writeCount 4272
98580: writeCount 4973
98588: writeCount 4851
98595: writeCount 2950
98648: writeCount 6988
98675: writeCount 8805
98742: writeCount 14634
98979: writeCount 33023
98985: writeCount 30987
99060: writeCount 32002
99267: writeCount 28773
99270: writeCount 28488
99400: writeCount 33678
99460: writeCount 19096
99470: writeCount 19772
99505: writeCount 10510
99522: writeCount 6241
99533: writeCount 6312
99545: writeCount 3970
99645: writeCount 12476
99684: writeCount 15053
99712: writeCount 16619
99723: writeCount 7788
99727: writeCount 4226
99771: writeCount 5835
99786: writeCount 6288
99795: writeCount 6770
99839: writeCount 7012
99867: writeCount 8066
99887: writeCount 9201
99896: writeCount 5743
99922: writeCount 5460
99958: writeCount 7120
99972: writeCount 7654
99979: writeCount 5832
10: writeCount 5329
15: writeCount 4438
28: writeCount 4946
35: writeCount 2449
41: writeCount 2531
69: writeCount 4210
105: writeCount 7114
117: writeCount 7985
162: writeCount 9407
182: writeCount 7681
247: writeCount 12981
314: writeCount 15220
340: writeCount 15806
376: writeCount 12852
406: writeCount 9121
462: writeCount 12102
487: writeCount 10988
713: writeCount 30567
732: writeCount 26950
743: writeCount 25571
758: writeCount 4572
806: writeCount 7429
813: writeCount 7010
815: writeCount 5649
824: writeCount 1794
959: writeCount 14984
965: writeCount 15043
1014: writeCount 18991
1044: writeCount 8451
1060: writeCount 9426
1089: writeCount 7729
1127: writeCount 8228
1141: writeCount 8105
1160: writeCount 7358
1208: writeCount 8084
1214: writeCount 7487
1216: writeCount 5594
1246: writeCount 3775
1259: writeCount 4505
1268: writeCount 5209
1517: writeCount 27711
1533: writeCount 27418
1577: writeCount 30920
1629: writeCount 11349
1702: writeCount 18237
1745: writeCount 16977
1793: writeCount 16429
1795: writeCount 9236
1796: writeCount 5000
1810: writeCount 1869
1824: writeCount 2886
1838: writeCount 4182
1861: writeCount 5107
1890: writeCount 6671
1895: writeCount 5758
1917: writeCount 5762
1934: writeCount 4357
2011: writeCount 11624
2021: writeCount 10527
2156: writeCount 22093
2158: writeCount 14553
2169: writeCount 14659
2232: writeCount 7745
2238: writeCount 8126
2287: writeCount 11868
2322: writeCount 9022
2327: writeCount 8896
2380: writeCount 9226
2490: writeCount 16811
2491: writeCount 16436
2504: writeCount 12487
2515: writeCount 2464
2527: writeCount 3616
2535: writeCount 3202
2547: writeCount 3390
2560: writeCount 3328
2569: writeCount 3342
2576: writeCount 2892
2719: writeCount 15684
2720: writeCount 14904
2736: writeCount 15837
2742: writeCount 2344
2751: writeCount 3143
2779: writeCount 4269
2794: writeCount 5300
2849: writeCount 9748
2913: writeCount 13365
2926: writeCount 13117
2933: writeCount 8272
2998: writeCount 8492
3004: writeCount 7815
3033: writeCount 10327
3035: writeCount 3695
3108: writeCount 10568
3121: writeCount 8983
3124: writeCount 9051
3136: writeCount 2811
3178: writeCount 5631
3183: writeCount 5857
3191: writeCount 5469
3213: writeCount 3570
3226: writeCount 4421
3298: writeCount 10811
3316: writeCount 10343
3323: writeCount 9697
3337: writeCount 3840
3343: writeCount 2759
3357: writeCount 3326
3388: writeCount 5260
3400: writeCount 5704
3416: writeCount 6161
3459: writeCount 7119
3491: writeCount 9159
3503: writeCount 9013
3533: writeCount 7510
3549: writeCount 5880
3692: writeCount 19438
3759: writeCount 22578
3776: writeCount 22744
3787: writeCount 9571
3789: writeCount 3048
3796: writeCount 1953
3820: writeCount 3298
3842: writeCount 5354
3859: writeCount 6317
3901: writeCount 8027
3976: writeCount 13744
4003: writeCount 14733
4023: writeCount 12257
4062: writeCount 8525
4066: writeCount 6339
4109: writeCount 8500
4154: writeCount 9217
4178: writeCount 11193
4181: writeCount 7237
4202: writeCount 4974
4220: writeCount 4190
4228: writeCount 4735
4234: writeCount 3375
4341: writeCount 12137
4372: writeCount 14392
4419: writeCount 19020
4485: writeCount 14393
4508: writeCount 13568
4509: writeCount 8890
4552: writeCount 6571
4586: writeCount 7779
4600: writeCount 9178
4648: writeCount 10188
4685: writeCount 10101
4686: writeCount 8719
4732: writeCount 8405
4765: writeCount 8512
4796: writeCount 10982
4831: writeCount 9775
4832: writeCount 6513
4835: writeCount 3779
4858: writeCount 2700
4897: writeCount 6454
4941: writeCount 10461
4961: writeCount 10192
5038: writeCount 14748
5177: writeCount 23989
5187: writeCount 23020
5188: writeCount 15658
5214: writeCount 3777
5225: writeCount 3825
5245: writeCount 5714
5345: writeCount 13172
5370: writeCount 14576
5389: writeCount 14508
5442: writeCount 9639
5488: writeCount 11714
5499: writeCount 10904
5573: writeCount 13086
5586: writeCount 9766
5593: writeCount 9329
5615: writeCount 4246
5694: writeCount 11234
5715: writeCount 12344
5717: writeCount 10250
5725: writeCount 3086
5791: writeCount 7643
5810: writeCount 9279
5814: writeCount 8870
5825: writeCount 3347
5827: writeCount 1691
5890: writeCount 7639
5917: writeCount 9243
5921: writeCount 9465
5961: writeCount 7586
6029: writeCount 11349
6040: writeCount 12030
6064: writeCount 10350
6065: writeCount 3639
6145: writeCount 10897
6148: writeCount 8477
6231: writeCount 16786
6367: writeCount 22500
6399: writeCount 26268
6415: writeCount 18560
6438: writeCount 7050
6443: writeCount 4401
6468: writeCount 5442
6482: writeCount 4381
6503: writeCount 6007
6561: writeCount 9303
6623: writeCount 14131
6731: writeCount 22932
6773: writeCount 22028
6774: writeCount 15195
6787: writeCount 5596
6814: writeCount 4190
6902: writeCount 12795
6930: writeCount 14587
7054: writeCount 23833
7265: writeCount 36259
7269: writeCount 33932
7271: writeCount 21743
7348: writeCount 8260
7372: writeCount 10195
7391: writeCount 11865
7421: writeCount 7153
7422: writeCount 4912
7432: writeCount 4136
7442: writeCount 2035
7459: writeCount 3724
7482: writeCount 4959
7510: writeCount 6719
7603: writeCount 14667
7633: writeCount 15453
7668: writeCount 16143
7702: writeCount 10501
7738: writeCount 10414
7772: writeCount 10326
7798: writeCount 10314
7833: writeCount 10038
7849: writeCount 7734
7862: writeCount 6427
7964: writeCount 12962
8007: writeCount 15718
8024: writeCount 16123
8067: writeCount 10345
8072: writeCount 6784
8077: writeCount 5288
8090: writeCount 2314
8119: writeCount 4689
8128: writeCount 5047
8185: writeCount 9486
8189: writeCount 6991
8207: writeCount 7946
8225: writeCount 4318
8285: writeCount 9606
8287: writeCount 7959
8306: writeCount 8017
8318: writeCount 3289
8322: writeCount 3512
8339: writeCount 3316
8347: writeCount 2903
8352: writeCount 3008
8403: writeCount 6309
8447: writeCount 10022
8530: writeCount 17768
8581: writeCount 18351
8586: writeCount 14197
8596: writeCount 6504
8598: writeCount 1727
8630: writeCount 4439
8635: writeCount 3952
8636: writeCount 3837
8644: writeCount 1476
8650: writeCount 1552
8714: writeCount 7900
8730: writeCount 8705
8741: writeCount 9198
8743: writeCount 2944
8830: writeCount 10245
8855: writeCount 11411
8883: writeCount 14311
8884: writeCount 5403
8909: writeCount 5456
8919: writeCount 3700
8965: writeCount 8207
9014: writeCount 10541
9023: writeCount 10452
9039: writeCount 7453
9071: writeCount 6018
9076: writeCount 5476
9081: writeCount 4243
9117: writeCount 4661
9148: writeCount 7292
9149: writeCount 6861
9165: writeCount 4842
9168: writeCount 2001
9185: writeCount 3538
9221: writeCount 5719
9237: writeCount 6926
9258: writeCount 7420
9349: writeCount 13074
9354: writeCount 12378
9374: writeCount 11760
9391: writeCount 4227
9420: writeCount 6575
9431: writeCount 5700
9456: writeCount 6526
9505: writeCount 8888
9525: writeCount 9450
9600: writeCount 14461
9615: writeCount 10997
9669: writeCount 14447
9696: writeCount 9582
9704: writeCount 8833
9727: writeCount 5757
9827: writeCount 12970
9839: writeCount 13485
9880: writeCount 15522
9897: writeCount 6919
9902: writeCount 6175
9968: writeCount 8745
9972: writeCount 7463
10031: writeCount 12938
10065: writeCount 9632
10067: writeCount 9442
10093: writeCount 6360
10104: writeCount 4217
10147: writeCount 7896
10149: writeCount 5502
10170: writeCount 6505
10233: writeCount 8581
10235: writeCount 8603
10267: writeCount 9917
10323: writeCount 8972
10383: writeCount 14765
10408: writeCount 14113
10466: writeCount 14869
10472: writeCount 8989
10476: writeCount 6912
10506: writeCount 3949
10512: writeCount 4110
10516: writeCount 3960
10517: writeCount 1119
10554: writeCount 4190
10562: writeCount 4707
10584: writeCount 6782
10641: writeCount 8694
10767: writeCount 20351
10801: writeCount 22135
10822: writeCount 17947
10853: writeCount 8571
10905: writeCount 10488
10958: writeCount 13724
10961: writeCount 11328
11013: writeCount 10663
11035: writeCount 7523
11063: writeCount 10030
11084: writeCount 7059
11087: writeCount 5184
11105: writeCount 4084
11115: writeCount 3006
11223: writeCount 13460
11307: writeCount 20052
11351: writeCount 23545
11415: writeCount 19278
11449: writeCount 14399
11464: writeCount 11356
11479: writeCount 6392
11481: writeCount 3165
11497: writeCount 3387
11539: writeCount 6015
11560: writeCount 7971
11594: writeCount 9698
11601: writeCount 6249
11624: writeCount 6655
11674: writeCount 8197
11680: writeCount 8113
11687: writeCount 6683
11718: writeCount 4411
11751: writeCount 7293
11783: writeCount 9607
11800: writeCount 8279
11807: writeCount 5692
11894: writeCount 11205
11904: writeCount 10792
11930: writeCount 12265
11951: writeCount 5587
11956: writeCount 5115
11969: writeCount 3890
11979: writeCount 2852
12012: writeCount 5828
12133: writeCount 16455
12146: writeCount 16706
12163: writeCount 15050
12206: writeCount 7247
12208: writeCount 6170
12247: writeCount 8404
12255: writeCount 4909
12450: writeCount 24193
12485: writeCount 23786
12501: writeCount 24640
12603: writeCount 15355
12633: writeCount 14853
12644: writeCount 14676
12734: writeCount 13197
12749: writeCount 11684
12797: writeCount 15455
12820: writeCount 8639
12848: writeCount 9862
12863: writeCount 6425
12926: writeCount 10389
12939: writeCount 8969
12941: writeCount 7761
12972: writeCount 4936
12993: writeCount 5482
13000: writeCount 5996
13173: writeCount 20272
13277: writeCount 29358
13278: writeCount 27928
13373: writeCount 20177
13420: writeCount 14541
13436: writeCount 16021
13461: writeCount 8923
13488: writeCount 6836
13578: writeCount 14065
13590: writeCount 12694
13656: writeCount 16636
13673: writeCount 9565
13706: writeCount 11682
13707: writeCount 5479
13834: writeCount 16209
13846: writeCount 14092
13866: writeCount 15911
13882: writeCount 4674
13891: writeCount 4418
13988: writeCount 12420
13990: writeCount 10726
14054: writeCount 16073
14076: writeCount 8686
14086: writeCount 9990
14136: writeCount 8643
14153: writeCount 7791
14241: writeCount 15667
14274: writeCount 14351
14320: writeCount 17173
14365: writeCount 12337
14486: writeCount 21122
14510: writeCount 18926
14557: writeCount 19126
14597: writeCount 11035
14613: writeCount 10369
14620: writeCount 6283
14666: writeCount 6933
14717: writeCount 10388
14728: writeCount 10676
14733: writeCount 6611
14744: writeCount 2590
14749: writeCount 2114
14823: writeCount 8923
14860: writeCount 11576
14863: writeCount 11354
14898: writeCount 7520
14906: writeCount 4779
14990: writeCount 12538
14994: writeCount 9479
15020: writeCount 11309
15040: writeCount 4978
15127: writeCount 13082
15135: writeCount 11270
15160: writeCount 11847
15198: writeCount 7616
15270: writeCount 13538
15273: writeCount 11314
15315: writeCount 11692
15392: writeCount 12321
15446: writeCount 17420
-----------------------
NetworkSize: 3001
15506: putCount 25567
15555: putCount 34497
15566: putCount 12005
15577: putCount 17084
15662: putCount 76216
15695: putCount 23859
15702: putCount 5551
15725: putCount 7861
15745: putCount 21164
15768: putCount 24727
15870: putCount 63416
15924: putCount 47296
15930: putCount 11071
15999: putCount 40724
16036: putCount 34147
16041: putCount 12679
16132: putCount 45225
16140: putCount 3164
16148: putCount 6774
16208: putCount 54298
16213: putCount 15749
16268: putCount 44983
16333: putCount 56802
16410: putCount 40933
16504: putCount 61363
16508: putCount 16040
16566: putCount 48235
16579: putCount 11529
16606: putCount 11750
16640: putCount 14379
16676: putCount 28408
16677: putCount 22805
16803: putCount 81434
16809: putCount 20864
16910: putCount 49508
16939: putCount 28471
16995: putCount 24039
17054: putCount 42696
17071: putCount 19084
17110: putCount 34025
17138: putCount 21448
17204: putCount 40108
17356: putCount 73886
17364: putCount 7099
17369: putCount 13725
17373: putCount 9217
17385: putCount 8597
17387: putCount 15508
17444: putCount 36748
17471: putCount 15172
17488: putCount 11479
17499: putCount 18828
17503: putCount 4752
17547: putCount 45277
17554: putCount 12433
17562: putCount 20182
17649: putCount 61728
17652: putCount 1089
17658: putCount 6905
17722: putCount 49948
17727: putCount 4664
17760: putCount 33508
17848: putCount 41827
17954: putCount 79137
18047: putCount 54780
18049: putCount 15610
18105: putCount 53847
18142: putCount 21987
18144: putCount 5456
18198: putCount 45174
18239: putCount 41127
18440: putCount 104645
18556: putCount 76517
18652: putCount 46707
18658: putCount 10292
18684: putCount 24161
18721: putCount 36025
18724: putCount 13255
18750: putCount 35243
18813: putCount 47026
18868: putCount 28299
18899: putCount 17268
19012: putCount 83944
19026: putCount 10295
19033: putCount 17867
19206: putCount 95959
19207: putCount 23780
19208: putCount 22425
19333: putCount 70150
19341: putCount 18432
19386: putCount 30092
19465: putCount 59333
19491: putCount 23227
19507: putCount 9101
19554: putCount 39516
19569: putCount 28136
19587: putCount 15427
19639: putCount 21686
19658: putCount 18954
19676: putCount 11956
19679: putCount 4230
19720: putCount 27825
19773: putCount 35312
19809: putCount 22158
19887: putCount 30834
19925: putCount 35279
19954: putCount 10923
19990: putCount 36570
19995: putCount 16355
20054: putCount 46978
20124: putCount 64638
20128: putCount 13992
20158: putCount 27931
20165: putCount 4717
20186: putCount 14304
20238: putCount 36022
20298: putCount 36220
20303: putCount 14817
20336: putCount 34846
20343: putCount 3300
20354: putCount 4506
20359: putCount 8694
20391: putCount 34391
20415: putCount 22330
20435: putCount 18404
20440: putCount 17037
20443: putCount 12617
20464: putCount 20980
20486: putCount 25552
20487: putCount 8270
